valuation_id,property_id,valuation_date,valuation_method,market_value_eur,market_value_ron,price_per_sqm_eur,confidence_band,haircut_pct,valuation_source_model,benchmark_band_id
VAL-P0049-2025-12-31,P0049,2025-12-31,market_comparable,269600,1339910,2285,narrow,20,synthetic-official-context-v1,PB-CONSTANTA-MUNICIPIU-CENTRAL-HOUSE
VAL-P0049-2026-03-31,P0049,2026-03-31,market_comparable,274900,1366250,2330,narrow,20,synthetic-official-context-v1,PB-CONSTANTA-MUNICIPIU-CENTRAL-HOUSE
VAL-P0050-2025-03-31,P0050,2025-03-31,desktop_indexed,126000,626220,1750,narrow,15,synthetic-official-context-v1,PB-CONSTANTA-MUNICIPIU-SEMI-CENTRAL-APARTMENT
VAL-P0050-2025-12-31,P0050,2025-12-31,market_comparable,130300,647590,1810,narrow,15,synthetic-official-context-v1,PB-CONSTANTA-MUNICIPIU-SEMI-CENTRAL-APARTMENT
VAL-P0050-2026-03-31,P0050,2026-03-31,market_comparable,132800,660020,1845,narrow,15,synthetic-official-context-v1,PB-CONSTANTA-MUNICIPIU-SEMI-CENTRAL-APARTMENT
VAL-P0051-2025-03-31,P0051,2025-03-31,desktop_indexed,157500,782780,1770,medium,15,synthetic-official-context-v1,PB-CONSTANTA-MUNICIPIU-SEMI-CENTRAL-APARTMENT
VAL-P0051-2025-12-31,P0051,2025-12-31,market_comparable,162900,809610,1830,medium,15,synthetic-official-context-v1,PB-CONSTANTA-MUNICIPIU-SEMI-CENTRAL-APARTMENT
VAL-P0051-2026-03-31,P0051,2026-03-31,market_comparable,166000,825020,1865,medium,15,synthetic-official-context-v1,PB-CONSTANTA-MUNICIPIU-SEMI-CENTRAL-APARTMENT
VAL-P0052-2025-03-31,P0052,2025-03-31,desktop_indexed,135700,674430,1280,narrow,22,synthetic-official-context-v1,PB-CONSTANTA-MUNICIPIU-OUTER-APARTMENT
VAL-P0052-2025-12-31,P0052,2025-12-31,market_comparable,140500,698290,1325,narrow,22,synthetic-official-context-v1,PB-CONSTANTA-MUNICIPIU-OUTER-APARTMENT
VAL-P0052-2026-03-31,P0052,2026-03-31,market_comparable,143100,711210,1350,narrow,22,synthetic-official-context-v1,PB-CONSTANTA-MUNICIPIU-OUTER-APARTMENT
VAL-P0053-2025-03-31,P0053,2025-03-31,desktop_indexed,128200,637150,1805,wide,15,synthetic-official-context-v1,PB-CONSTANTA-MUNICIPIU-SEMI-CENTRAL-APARTMENT
VAL-P0053-2025-12-31,P0053,2025-12-31,market_comparable,132400,658030,1865,wide,15,synthetic-official-context-v1,PB-CONSTANTA-MUNICIPIU-SEMI-CENTRAL-APARTMENT
VAL-P0053-2026-03-31,P0053,2026-03-31,market_comparable,123500,613800,1740,wide,15,synthetic-official-context-v1,PB-CONSTANTA-MUNICIPIU-SEMI-CENTRAL-APARTMENT
VAL-P0054-2025-03-31,P0054,2025-03-31,desktop_indexed,146500,728110,2155,narrow,15,synthetic-official-context-v1,PB-CONSTANTA-MUNICIPIU-CENTRAL-APARTMENT
VAL-P0054-2025-12-31,P0054,2025-12-31,market_comparable,138400,687850,2035,narrow,15,synthetic-official-context-v1,PB-CONSTANTA-MUNICIPIU-CENTRAL-APARTMENT
VAL-P0054-2026-03-31,P0054,2026-03-31,market_comparable,141400,702760,2080,narrow,15,synthetic-official-context-v1,PB-CONSTANTA-MUNICIPIU-CENTRAL-APARTMENT
VAL-P0055-2025-03-31,P0055,2025-03-31,desktop_indexed,233600,1160990,1980,narrow,28,synthetic-official-context-v1,PB-BRASOV-MUNICIPIU-CENTRAL-HOUSE
VAL-P0055-2025-12-31,P0055,2025-12-31,market_comparable,241900,1202240,2050,narrow,28,synthetic-official-context-v1,PB-BRASOV-MUNICIPIU-CENTRAL-HOUSE
VAL-P0055-2026-03-31,P0055,2026-03-31,market_comparable,246600,1225600,2090,narrow,28,synthetic-official-context-v1,PB-BRASOV-MUNICIPIU-CENTRAL-HOUSE
VAL-P0056-2025-03-31,P0056,2025-03-31,desktop_indexed,135700,674430,1885,medium,15,synthetic-official-context-v1,PB-BRASOV-MUNICIPIU-SEMI-CENTRAL-APARTMENT
VAL-P0056-2025-12-31,P0056,2025-12-31,market_comparable,140800,699780,1955,medium,15,synthetic-official-context-v1,PB-BRASOV-MUNICIPIU-SEMI-CENTRAL-APARTMENT
VAL-P0056-2026-03-31,P0056,2026-03-31,market_comparable,143300,712200,1990,medium,15,synthetic-official-context-v1,PB-BRASOV-MUNICIPIU-SEMI-CENTRAL-APARTMENT
VAL-P0057-2025-03-31,P0057,2025-03-31,desktop_indexed,141500,703260,1590,narrow,28,synthetic-official-context-v1,PB-BRASOV-MUNICIPIU-SEMI-CENTRAL-APARTMENT
VAL-P0057-2025-12-31,P0057,2025-12-31,market_comparable,146400,727610,1645,narrow,28,synthetic-official-context-v1,PB-BRASOV-MUNICIPIU-SEMI-CENTRAL-APARTMENT
VAL-P0057-2026-03-31,P0057,2026-03-31,market_comparable,149100,741030,1675,narrow,28,synthetic-official-context-v1,PB-BRASOV-MUNICIPIU-SEMI-CENTRAL-APARTMENT
VAL-P0058-2025-03-31,P0058,2025-03-31,desktop_indexed,155300,771840,1465,narrow,22,synthetic-official-context-v1,PB-BRASOV-MUNICIPIU-OUTER-APARTMENT
VAL-P0058-2025-12-31,P0058,2025-12-31,market_comparable,160600,798180,1515,narrow,22,synthetic-official-context-v1,PB-BRASOV-MUNICIPIU-OUTER-APARTMENT
VAL-P0058-2026-03-31,P0058,2026-03-31,market_comparable,163800,814090,1545,narrow,22,synthetic-official-context-v1,PB-BRASOV-MUNICIPIU-OUTER-APARTMENT
VAL-P0059-2025-03-31,P0059,2025-03-31,desktop_indexed,127800,635170,1800,narrow,15,synthetic-official-context-v1,PB-BRASOV-MUNICIPIU-SEMI-CENTRAL-APARTMENT
VAL-P0059-2025-12-31,P0059,2025-12-31,market_comparable,132400,658030,1865,narrow,15,synthetic-official-context-v1,PB-BRASOV-MUNICIPIU-SEMI-CENTRAL-APARTMENT
VAL-P0059-2026-03-31,P0059,2026-03-31,market_comparable,134900,670450,1900,narrow,15,synthetic-official-context-v1,PB-BRASOV-MUNICIPIU-SEMI-CENTRAL-APARTMENT
VAL-P0060-2025-03-31,P0060,2025-03-31,desktop_indexed,157100,780790,2310,narrow,15,synthetic-official-context-v1,PB-BRASOV-MUNICIPIU-CENTRAL-APARTMENT
VAL-P0060-2025-12-31,P0060,2025-12-31,market_comparable,162900,809610,2395,narrow,15,synthetic-official-context-v1,PB-BRASOV-MUNICIPIU-CENTRAL-APARTMENT
VAL-P0060-2026-03-31,P0060,2026-03-31,market_comparable,165900,824520,2440,narrow,15,synthetic-official-context-v1,PB-BRASOV-MUNICIPIU-CENTRAL-APARTMENT
